,Country,Age,Gender,Salary,FormalEducation
1907,United States,25 - 34 years old,Male,72000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
1915,United States,35 - 44 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
1925,United States,18 - 24 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
1927,United States,35 - 44 years old,Male,75000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
1928,United States,35 - 44 years old,Male,121000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
1932,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
1944,United States,25 - 34 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
1958,United States,35 - 44 years old,Male,176000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
1962,United States,25 - 34 years old,Male,181000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
1969,United States,25 - 34 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
1970,United States,35 - 44 years old,Male,95000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
1976,United States,45 - 54 years old,Male,106000.0,Some college/university study without earning a degree
1989,United States,25 - 34 years old,Male,135000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
1991,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
1993,United States,25 - 34 years old,Male,156000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2006,United States,35 - 44 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2007,United States,25 - 34 years old,Male,87500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2011,United States,25 - 34 years old,Male,125000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
2021,United States,35 - 44 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2023,United States,25 - 34 years old,Female,73000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2030,United States,25 - 34 years old,Male,116000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2043,United States,25 - 34 years old,Male,117000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2046,United States,35 - 44 years old,Male,64084.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
2054,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2063,United States,18 - 24 years old,Male,50000.0,Some college/university study without earning a degree
2066,United States,18 - 24 years old,Male,61500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2069,United States,45 - 54 years old,Male,220000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2073,United States,25 - 34 years old,Male,9800.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2082,United States,55 - 64 years old,Male,125000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2091,United States,18 - 24 years old,Male,55560.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2093,United States,25 - 34 years old,Male,87000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2104,United States,25 - 34 years old,Female,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2112,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2115,United States,25 - 34 years old,Male,34000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2119,United States,25 - 34 years old,Female,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2126,United States,25 - 34 years old,Male,250000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2137,United States,18 - 24 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2139,United States,25 - 34 years old,Male,80000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2143,United States,25 - 34 years old,Male,92000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2159,United States,25 - 34 years old,Male,125000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2168,United States,45 - 54 years old,Male,125000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2169,United States,25 - 34 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2186,United States,35 - 44 years old,Male,118000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2188,United States,25 - 34 years old,Male,36000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2193,United States,55 - 64 years old,Male,110000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2199,United States,18 - 24 years old,Male,165000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2205,United States,25 - 34 years old,Male,60000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2211,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2213,United States,25 - 34 years old,Male,27050.0,Associate degree
2219,United States,35 - 44 years old,Male,87000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2236,United States,25 - 34 years old,Male,100000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2250,United States,18 - 24 years old,Female,72500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2259,United States,35 - 44 years old,Male,90000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2263,United States,35 - 44 years old,Male,98000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2268,United States,18 - 24 years old,Male,58000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2271,United States,25 - 34 years old,"Female;Non-binary, genderqueer, or gender non-conforming",85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2312,United States,18 - 24 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2313,United States,35 - 44 years old,Male,100000.0,Some college/university study without earning a degree
2316,United States,25 - 34 years old,Male,89000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2319,United States,35 - 44 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2322,United States,25 - 34 years old,Male,52000.0,Associate degree
2325,United States,25 - 34 years old,Male,110000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2326,United States,25 - 34 years old,Female,27000.0,Some college/university study without earning a degree
2327,United States,25 - 34 years old,Male,93000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2337,United States,18 - 24 years old,Male,69000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2346,United States,18 - 24 years old,"Transgender;Non-binary, genderqueer, or gender non-conforming",130000.0,Associate degree
2350,United States,25 - 34 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2356,United States,25 - 34 years old,Male,52000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2361,United States,35 - 44 years old,Male,150000.0,Some college/university study without earning a degree
2362,United States,25 - 34 years old,Male,135000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
2364,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2371,United States,18 - 24 years old,Female,51750.0,Associate degree
2372,United States,35 - 44 years old,Male,145000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2374,United States,25 - 34 years old,Male,120000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
2388,United States,35 - 44 years old,Female,165000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2400,United States,25 - 34 years old,Male,72000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2410,United States,25 - 34 years old,Male,78000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2413,United States,25 - 34 years old,Male,83000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2414,United States,35 - 44 years old,Female,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2418,United States,55 - 64 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2419,United States,35 - 44 years old,Male,74000.0,Some college/university study without earning a degree
2428,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2443,United States,55 - 64 years old,Male,252000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2444,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2445,United States,35 - 44 years old,Male,80370.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2455,United States,45 - 54 years old,Male,192500.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
2456,United States,25 - 34 years old,Male,200000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2471,United States,25 - 34 years old,Male,275000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2477,United States,55 - 64 years old,Male,145000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
2478,United States,25 - 34 years old,Male,121000.0,Some college/university study without earning a degree
2487,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2498,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2514,United States,18 - 24 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2520,United States,35 - 44 years old,Male,70000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2521,United States,35 - 44 years old,Male,205000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2538,United States,18 - 24 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2556,United States,45 - 54 years old,Male,165000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
2563,United States,45 - 54 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2588,United States,25 - 34 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2606,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2617,United States,35 - 44 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2620,United States,25 - 34 years old,"Non-binary, genderqueer, or gender non-conforming",85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2623,United States,25 - 34 years old,Male,56000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2628,United States,25 - 34 years old,Female,65000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2638,United States,55 - 64 years old,Male,137000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
2639,United States,25 - 34 years old,Male,76553.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2649,United States,35 - 44 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2659,United States,25 - 34 years old,Female,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2664,United States,25 - 34 years old,Male,79000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2666,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2677,United States,18 - 24 years old,Male,109100.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2683,United States,45 - 54 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2692,United States,25 - 34 years old,Male,74000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2699,United States,25 - 34 years old,Male,145000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2710,United States,18 - 24 years old,Female,77000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2712,United States,35 - 44 years old,Male,694.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2737,United States,35 - 44 years old,Male,78000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2738,United States,25 - 34 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2750,United States,18 - 24 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2756,United States,25 - 34 years old,Male,135000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2759,United States,35 - 44 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2760,United States,55 - 64 years old,Male,170000.0,Some college/university study without earning a degree
2766,United States,45 - 54 years old,Male,200000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
2767,United States,35 - 44 years old,Male,92000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2788,United States,25 - 34 years old,Male,190000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2791,United States,35 - 44 years old,"Male;Non-binary, genderqueer, or gender non-conforming",68000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2800,United States,25 - 34 years old,Female,76000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2812,United States,35 - 44 years old,Male,200000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2816,United States,35 - 44 years old,Male,135000.0,Associate degree
2831,United States,25 - 34 years old,Male,100000.0,Associate degree
2833,United States,35 - 44 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2834,United States,25 - 34 years old,Male,140000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2840,United States,25 - 34 years old,Male,600.0,Some college/university study without earning a degree
2857,United States,35 - 44 years old,Female,90000.0,Some college/university study without earning a degree
2858,United States,25 - 34 years old,Male,75000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2859,United States,35 - 44 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2864,United States,25 - 34 years old,Male,170000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2871,United States,25 - 34 years old,Male,115000.0,Some college/university study without earning a degree
2882,United States,18 - 24 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2885,United States,25 - 34 years old,Male,101000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2891,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2906,United States,25 - 34 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2910,United States,25 - 34 years old,Male,125000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2912,United States,25 - 34 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2914,United States,35 - 44 years old,Male,170000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2919,United States,25 - 34 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2932,United States,35 - 44 years old,Male,110000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2939,United States,25 - 34 years old,Male,112000.0,Associate degree
2940,United States,25 - 34 years old,Female,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2945,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2949,United States,25 - 34 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2959,United States,25 - 34 years old,Female,92000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2965,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2977,United States,18 - 24 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2980,United States,18 - 24 years old,Female,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2989,United States,25 - 34 years old,Male,54000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2992,United States,25 - 34 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
2998,United States,25 - 34 years old,Male,155000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
2999,United States,55 - 64 years old,Male,180000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
3006,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
3029,United States,25 - 34 years old,Female,48000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
3037,United States,18 - 24 years old,Male,42000.0,Some college/university study without earning a degree
3041,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
3046,United States,25 - 34 years old,Male,97000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
3051,United States,35 - 44 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
3061,United States,35 - 44 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
3065,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
3078,United States,25 - 34 years old,Male,55000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
3081,United States,25 - 34 years old,Female,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
3090,United States,18 - 24 years old,Female,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
3098,United States,18 - 24 years old,Male,50000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
3105,United States,25 - 34 years old,Male,78000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
